original_batch_index,name,slug,country,category,reference_url,backup_reference_url,save_folder,filename,dimensions,format,prompt,notes
34,Ambassadors of Christ,ambassadors-of-christ,RW,"Music, Faith",https://youtube.com/@AmbassadorsOfChristChoir,https://www.google.com/search?tbm=isch&q=Ambassadors%20of%20Christ%20RW%20official%20profile%20portrait,/assets/img/afrostream/creators/,ambassadors-of-christ-avatar.webp,400x400,WebP,"Create a close AfroStream cartoon avatar for Ambassadors of Christ, single-person caricature portrait. Use the reference image supplied separately if available, or use public-profile visual cues for the person/channel. Capture recognizable cues: face shape, hairstyle, facial hair, glasses, skin tone, signature outfit colors, posture, and public profile vibe. Keep it a hand-drawn doodle/sketch avatar with soft pastel fills and clean black outline, not photorealistic and not a traced copy of one photo. Context: RW; Music, Faith. Centered 400x400 head-and-shoulders or badge-safe crop, expressive, no readable text, no platform UI, no exact logos.","Reference is for human lookup or manual upload, not for the image prompt to browse. Primary reference: https://youtube.com/@AmbassadorsOfChristChoir; backup: https://www.google.com/search?tbm=isch&q=Ambassadors%20of%20Christ%20RW%20official%20profile%20portrait. If ChatGPT cannot retrieve links, upload/screenshot the reference image first, then paste only the prompt."
35,Pastor Elvis Agyemang,pastor-elvis-agyemang,GH,"Faith, Prayer, Motivation",https://youtube.com/@PastorElvisAgyemang,https://www.google.com/search?tbm=isch&q=Pastor%20Elvis%20Agyemang%20GH%20official%20profile%20portrait,/assets/img/afrostream/creators/,pastor-elvis-agyemang-avatar.webp,400x400,WebP,"Create a close AfroStream cartoon avatar for Pastor Elvis Agyemang, single-person caricature portrait. Use the reference image supplied separately if available, or use public-profile visual cues for the person/channel. Capture recognizable cues: face shape, hairstyle, facial hair, glasses, skin tone, signature outfit colors, posture, and public profile vibe. Keep it a hand-drawn doodle/sketch avatar with soft pastel fills and clean black outline, not photorealistic and not a traced copy of one photo. Context: GH; Faith, Prayer, Motivation. Centered 400x400 head-and-shoulders or badge-safe crop, expressive, no readable text, no platform UI, no exact logos.","Reference is for human lookup or manual upload, not for the image prompt to browse. Primary reference: https://youtube.com/@PastorElvisAgyemang; backup: https://www.google.com/search?tbm=isch&q=Pastor%20Elvis%20Agyemang%20GH%20official%20profile%20portrait. If ChatGPT cannot retrieve links, upload/screenshot the reference image first, then paste only the prompt."
36,Lasizwe,lasizwe,ZA,"Comedy, Entertainment, Lifestyle",https://instagram.com/lasizwe,https://youtube.com/@LasizweDambuza,/assets/img/afrostream/creators/,lasizwe-avatar.webp,400x400,WebP,"Create a close AfroStream cartoon avatar for Lasizwe, single-person caricature portrait. Use the reference image supplied separately if available, or use public-profile visual cues for the person/channel. Capture recognizable cues: face shape, hairstyle, facial hair, glasses, skin tone, signature outfit colors, posture, and public profile vibe. Keep it a hand-drawn doodle/sketch avatar with soft pastel fills and clean black outline, not photorealistic and not a traced copy of one photo. Context: ZA; Comedy, Entertainment, Lifestyle. Centered 400x400 head-and-shoulders or badge-safe crop, expressive, no readable text, no platform UI, no exact logos.","Reference is for human lookup or manual upload, not for the image prompt to browse. Primary reference: https://instagram.com/lasizwe; backup: https://youtube.com/@LasizweDambuza. If ChatGPT cannot retrieve links, upload/screenshot the reference image first, then paste only the prompt."
37,Teddy Afro,teddy-afro,ET,"Music, Entertainment",https://youtube.com/@TeddyAfroOfficial,https://www.google.com/search?tbm=isch&q=Teddy%20Afro%20ET%20official%20profile%20portrait,/assets/img/afrostream/creators/,teddy-afro-avatar.webp,400x400,WebP,"Create a close AfroStream cartoon avatar for Teddy Afro, single-person caricature portrait. Use the reference image supplied separately if available, or use public-profile visual cues for the person/channel. Capture recognizable cues: face shape, hairstyle, facial hair, glasses, skin tone, signature outfit colors, posture, and public profile vibe. Keep it a hand-drawn doodle/sketch avatar with soft pastel fills and clean black outline, not photorealistic and not a traced copy of one photo. Context: ET; Music, Entertainment. Centered 400x400 head-and-shoulders or badge-safe crop, expressive, no readable text, no platform UI, no exact logos.","Reference is for human lookup or manual upload, not for the image prompt to browse. Primary reference: https://youtube.com/@TeddyAfroOfficial; backup: https://www.google.com/search?tbm=isch&q=Teddy%20Afro%20ET%20official%20profile%20portrait. If ChatGPT cannot retrieve links, upload/screenshot the reference image first, then paste only the prompt."
38,Youssou N'Dour,youssou-ndour,SN,"Music, Entertainment",https://instagram.com/youssounofficial,https://youtube.com/@YoussouNdour,/assets/img/afrostream/creators/,youssou-ndour-avatar.webp,400x400,WebP,"Create a close AfroStream cartoon avatar for Youssou N'Dour, single-person caricature portrait. Use the reference image supplied separately if available, or use public-profile visual cues for the person/channel. Capture recognizable cues: face shape, hairstyle, facial hair, glasses, skin tone, signature outfit colors, posture, and public profile vibe. Keep it a hand-drawn doodle/sketch avatar with soft pastel fills and clean black outline, not photorealistic and not a traced copy of one photo. Context: SN; Music, Entertainment. Centered 400x400 head-and-shoulders or badge-safe crop, expressive, no readable text, no platform UI, no exact logos.","Reference is for human lookup or manual upload, not for the image prompt to browse. Primary reference: https://instagram.com/youssounofficial; backup: https://youtube.com/@YoussouNdour. If ChatGPT cannot retrieve links, upload/screenshot the reference image first, then paste only the prompt."
39,Amine Nkaity,amine-nkaity,MA,"Entertainment, Variety",https://youtube.com/@AmineNkaity,https://www.google.com/search?tbm=isch&q=Amine%20Nkaity%20MA%20official%20profile%20portrait,/assets/img/afrostream/creators/,amine-nkaity-avatar.webp,400x400,WebP,"Create a close AfroStream cartoon avatar for Amine Nkaity, single-person caricature portrait. Use the reference image supplied separately if available, or use public-profile visual cues for the person/channel. Capture recognizable cues: face shape, hairstyle, facial hair, glasses, skin tone, signature outfit colors, posture, and public profile vibe. Keep it a hand-drawn doodle/sketch avatar with soft pastel fills and clean black outline, not photorealistic and not a traced copy of one photo. Context: MA; Entertainment, Variety. Centered 400x400 head-and-shoulders or badge-safe crop, expressive, no readable text, no platform UI, no exact logos.","Reference is for human lookup or manual upload, not for the image prompt to browse. Primary reference: https://youtube.com/@AmineNkaity; backup: https://www.google.com/search?tbm=isch&q=Amine%20Nkaity%20MA%20official%20profile%20portrait. If ChatGPT cannot retrieve links, upload/screenshot the reference image first, then paste only the prompt."
40,Hussein and Zeinab,hussein-and-zeinab,SN,"Entertainment, Music",https://youtube.com/@HusseinandZeinab,https://www.google.com/search?tbm=isch&q=Hussein%20and%20Zeinab%20SN%20official%20profile%20portrait,/assets/img/afrostream/creators/,hussein-and-zeinab-avatar.webp,400x400,WebP,"Create a close AfroStream cartoon avatar for Hussein and Zeinab, single-person caricature portrait. Use the reference image supplied separately if available, or use public-profile visual cues for the person/channel. Capture recognizable cues: face shape, hairstyle, facial hair, glasses, skin tone, signature outfit colors, posture, and public profile vibe. Keep it a hand-drawn doodle/sketch avatar with soft pastel fills and clean black outline, not photorealistic and not a traced copy of one photo. Context: SN; Entertainment, Music. Centered 400x400 head-and-shoulders or badge-safe crop, expressive, no readable text, no platform UI, no exact logos.","Reference is for human lookup or manual upload, not for the image prompt to browse. Primary reference: https://youtube.com/@HusseinandZeinab; backup: https://www.google.com/search?tbm=isch&q=Hussein%20and%20Zeinab%20SN%20official%20profile%20portrait. If ChatGPT cannot retrieve links, upload/screenshot the reference image first, then paste only the prompt."
41,Kalistus,kalistus,NG,"Comedy, Skits, Entertainment",https://youtube.com/@Kalistus,https://www.google.com/search?tbm=isch&q=Kalistus%20NG%20official%20profile%20portrait,/assets/img/afrostream/creators/,kalistus-avatar.webp,400x400,WebP,"Create a close AfroStream cartoon avatar for Kalistus, single-person caricature portrait. Use the reference image supplied separately if available, or use public-profile visual cues for the person/channel. Capture recognizable cues: face shape, hairstyle, facial hair, glasses, skin tone, signature outfit colors, posture, and public profile vibe. Keep it a hand-drawn doodle/sketch avatar with soft pastel fills and clean black outline, not photorealistic and not a traced copy of one photo. Context: NG; Comedy, Skits, Entertainment. Centered 400x400 head-and-shoulders or badge-safe crop, expressive, no readable text, no platform UI, no exact logos.","Reference is for human lookup or manual upload, not for the image prompt to browse. Primary reference: https://youtube.com/@Kalistus; backup: https://www.google.com/search?tbm=isch&q=Kalistus%20NG%20official%20profile%20portrait. If ChatGPT cannot retrieve links, upload/screenshot the reference image first, then paste only the prompt."
42,7liwa,lhiwa,MA,"Music, Entertainment",https://instagram.com/7liwa,https://youtube.com/@7liwa,/assets/img/afrostream/creators/,lhiwa-avatar.webp,400x400,WebP,"Create a close AfroStream cartoon avatar for 7liwa, single-person caricature portrait. Use the reference image supplied separately if available, or use public-profile visual cues for the person/channel. Capture recognizable cues: face shape, hairstyle, facial hair, glasses, skin tone, signature outfit colors, posture, and public profile vibe. Keep it a hand-drawn doodle/sketch avatar with soft pastel fills and clean black outline, not photorealistic and not a traced copy of one photo. Context: MA; Music, Entertainment. Centered 400x400 head-and-shoulders or badge-safe crop, expressive, no readable text, no platform UI, no exact logos.","Reference is for human lookup or manual upload, not for the image prompt to browse. Primary reference: https://instagram.com/7liwa; backup: https://youtube.com/@7liwa. If ChatGPT cannot retrieve links, upload/screenshot the reference image first, then paste only the prompt."
43,Mthandeni Mahlaba,mthandeni-mahlaba,ZA,"Comedy, Entertainment",https://instagram.com/mdmsketchcomedy,https://youtube.com/@MDMSketchComedy,/assets/img/afrostream/creators/,mthandeni-mahlaba-avatar.webp,400x400,WebP,"Create a close AfroStream cartoon avatar for Mthandeni Mahlaba, single-person caricature portrait. Use the reference image supplied separately if available, or use public-profile visual cues for the person/channel. Capture recognizable cues: face shape, hairstyle, facial hair, glasses, skin tone, signature outfit colors, posture, and public profile vibe. Keep it a hand-drawn doodle/sketch avatar with soft pastel fills and clean black outline, not photorealistic and not a traced copy of one photo. Context: ZA; Comedy, Entertainment. Centered 400x400 head-and-shoulders or badge-safe crop, expressive, no readable text, no platform UI, no exact logos.","Reference is for human lookup or manual upload, not for the image prompt to browse. Primary reference: https://instagram.com/mdmsketchcomedy; backup: https://youtube.com/@MDMSketchComedy. If ChatGPT cannot retrieve links, upload/screenshot the reference image first, then paste only the prompt."
44,Samri Tube,samri-tube,ET,"Comedy, Entertainment",https://instagram.com/samritube,https://youtube.com/@Samrifamily27,/assets/img/afrostream/creators/,samri-tube-avatar.webp,400x400,WebP,"Create a close AfroStream cartoon avatar for Samri Tube, single-person caricature portrait. Use the reference image supplied separately if available, or use public-profile visual cues for the person/channel. Capture recognizable cues: face shape, hairstyle, facial hair, glasses, skin tone, signature outfit colors, posture, and public profile vibe. Keep it a hand-drawn doodle/sketch avatar with soft pastel fills and clean black outline, not photorealistic and not a traced copy of one photo. Context: ET; Comedy, Entertainment. Centered 400x400 head-and-shoulders or badge-safe crop, expressive, no readable text, no platform UI, no exact logos.","Reference is for human lookup or manual upload, not for the image prompt to browse. Primary reference: https://instagram.com/samritube; backup: https://youtube.com/@Samrifamily27. If ChatGPT cannot retrieve links, upload/screenshot the reference image first, then paste only the prompt."
45,Serge Beynaud,serge-beynaud,CI,"Music, Entertainment",https://instagram.com/sergebeynaud,https://youtube.com/@BeynaudSerge,/assets/img/afrostream/creators/,serge-beynaud-avatar.webp,400x400,WebP,"Create a close AfroStream cartoon avatar for Serge Beynaud, single-person caricature portrait. Use the reference image supplied separately if available, or use public-profile visual cues for the person/channel. Capture recognizable cues: face shape, hairstyle, facial hair, glasses, skin tone, signature outfit colors, posture, and public profile vibe. Keep it a hand-drawn doodle/sketch avatar with soft pastel fills and clean black outline, not photorealistic and not a traced copy of one photo. Context: CI; Music, Entertainment. Centered 400x400 head-and-shoulders or badge-safe crop, expressive, no readable text, no platform UI, no exact logos.","Reference is for human lookup or manual upload, not for the image prompt to browse. Primary reference: https://instagram.com/sergebeynaud; backup: https://youtube.com/@BeynaudSerge. If ChatGPT cannot retrieve links, upload/screenshot the reference image first, then paste only the prompt."
46,WaJesus Family,wajesus-family,KE,"Lifestyle, Faith, Vlogging",https://instagram.com/wajesusfamily,https://youtube.com/@thewajesusfamily,/assets/img/afrostream/creators/,wajesus-family-avatar.webp,400x400,WebP,"Create a close AfroStream cartoon avatar for WaJesus Family, profile badge or group/channel caricature. Use the reference image supplied separately if available, or use public-profile visual cues for the person/channel. Capture recognizable cues: logo colors, channel mood, group silhouette, recurring outfit or color cues, and profile composition. Keep it a hand-drawn doodle/sketch avatar with soft pastel fills and clean black outline, not photorealistic and not a traced copy of one photo. Context: KE; Lifestyle, Faith, Vlogging. Centered 400x400 head-and-shoulders or badge-safe crop, expressive, no readable text, no platform UI, no exact logos.","Reference is for human lookup or manual upload, not for the image prompt to browse. Primary reference: https://instagram.com/wajesusfamily; backup: https://youtube.com/@thewajesusfamily. If ChatGPT cannot retrieve links, upload/screenshot the reference image first, then paste only the prompt."
47,Winifred Nwania,winifred-nwania,NG,"Food, Cooking",https://youtube.com/@WinifredEmmanuel,https://www.google.com/search?tbm=isch&q=Winifred%20Nwania%20NG%20official%20profile%20portrait,/assets/img/afrostream/creators/,winifred-nwania-avatar.webp,400x400,WebP,"Create a close AfroStream cartoon avatar for Winifred Nwania, single-person caricature portrait. Use the reference image supplied separately if available, or use public-profile visual cues for the person/channel. Capture recognizable cues: face shape, hairstyle, facial hair, glasses, skin tone, signature outfit colors, posture, and public profile vibe. Keep it a hand-drawn doodle/sketch avatar with soft pastel fills and clean black outline, not photorealistic and not a traced copy of one photo. Context: NG; Food, Cooking. Centered 400x400 head-and-shoulders or badge-safe crop, expressive, no readable text, no platform UI, no exact logos.","Reference is for human lookup or manual upload, not for the image prompt to browse. Primary reference: https://youtube.com/@WinifredEmmanuel; backup: https://www.google.com/search?tbm=isch&q=Winifred%20Nwania%20NG%20official%20profile%20portrait. If ChatGPT cannot retrieve links, upload/screenshot the reference image first, then paste only the prompt."
48,Lutte TV,lutte-tv,SN,"Sports, Entertainment",https://youtube.com/@LutteTV,https://www.google.com/search?tbm=isch&q=Lutte%20TV%20SN%20official%20profile%20portrait,/assets/img/afrostream/creators/,lutte-tv-avatar.webp,400x400,WebP,"Create a close AfroStream cartoon avatar for Lutte TV, profile badge or group/channel caricature. Use the reference image supplied separately if available, or use public-profile visual cues for the person/channel. Capture recognizable cues: logo colors, channel mood, group silhouette, recurring outfit or color cues, and profile composition. Keep it a hand-drawn doodle/sketch avatar with soft pastel fills and clean black outline, not photorealistic and not a traced copy of one photo. Context: SN; Sports, Entertainment. Centered 400x400 head-and-shoulders or badge-safe crop, expressive, no readable text, no platform UI, no exact logos.","Reference is for human lookup or manual upload, not for the image prompt to browse. Primary reference: https://youtube.com/@LutteTV; backup: https://www.google.com/search?tbm=isch&q=Lutte%20TV%20SN%20official%20profile%20portrait. If ChatGPT cannot retrieve links, upload/screenshot the reference image first, then paste only the prompt."
49,Anas Officiel,anas-officiel,DZ,"Music, Entertainment",https://instagram.com/anas_officiel,https://youtube.com/@AnasOfficiel,/assets/img/afrostream/creators/,anas-officiel-avatar.webp,400x400,WebP,"Create a close AfroStream cartoon avatar for Anas Officiel, single-person caricature portrait. Use the reference image supplied separately if available, or use public-profile visual cues for the person/channel. Capture recognizable cues: face shape, hairstyle, facial hair, glasses, skin tone, signature outfit colors, posture, and public profile vibe. Keep it a hand-drawn doodle/sketch avatar with soft pastel fills and clean black outline, not photorealistic and not a traced copy of one photo. Context: DZ; Music, Entertainment. Centered 400x400 head-and-shoulders or badge-safe crop, expressive, no readable text, no platform UI, no exact logos.","Reference is for human lookup or manual upload, not for the image prompt to browse. Primary reference: https://instagram.com/anas_officiel; backup: https://youtube.com/@AnasOfficiel. If ChatGPT cannot retrieve links, upload/screenshot the reference image first, then paste only the prompt."
50,Arada Movies,arada-movies,ET,"Entertainment, Comedy",https://youtube.com/@AradaMovies,https://www.google.com/search?tbm=isch&q=Arada%20Movies%20ET%20official%20profile%20portrait,/assets/img/afrostream/creators/,arada-movies-avatar.webp,400x400,WebP,"Create a close AfroStream cartoon avatar for Arada Movies, single-person caricature portrait. Use the reference image supplied separately if available, or use public-profile visual cues for the person/channel. Capture recognizable cues: face shape, hairstyle, facial hair, glasses, skin tone, signature outfit colors, posture, and public profile vibe. Keep it a hand-drawn doodle/sketch avatar with soft pastel fills and clean black outline, not photorealistic and not a traced copy of one photo. Context: ET; Entertainment, Comedy. Centered 400x400 head-and-shoulders or badge-safe crop, expressive, no readable text, no platform UI, no exact logos.","Reference is for human lookup or manual upload, not for the image prompt to browse. Primary reference: https://youtube.com/@AradaMovies; backup: https://www.google.com/search?tbm=isch&q=Arada%20Movies%20ET%20official%20profile%20portrait. If ChatGPT cannot retrieve links, upload/screenshot the reference image first, then paste only the prompt."
51,Ariel Sheney,ariel-sheney,CI,"Music, Entertainment",https://instagram.com/arielsheney,https://youtube.com/@arielsheney2372,/assets/img/afrostream/creators/,ariel-sheney-avatar.webp,400x400,WebP,"Create a close AfroStream cartoon avatar for Ariel Sheney, single-person caricature portrait. Use the reference image supplied separately if available, or use public-profile visual cues for the person/channel. Capture recognizable cues: face shape, hairstyle, facial hair, glasses, skin tone, signature outfit colors, posture, and public profile vibe. Keep it a hand-drawn doodle/sketch avatar with soft pastel fills and clean black outline, not photorealistic and not a traced copy of one photo. Context: CI; Music, Entertainment. Centered 400x400 head-and-shoulders or badge-safe crop, expressive, no readable text, no platform UI, no exact logos.","Reference is for human lookup or manual upload, not for the image prompt to browse. Primary reference: https://instagram.com/arielsheney; backup: https://youtube.com/@arielsheney2372. If ChatGPT cannot retrieve links, upload/screenshot the reference image first, then paste only the prompt."
52,Christina Shusho,christina-shusho,TZ,"Music, Faith",https://youtube.com/@cshusho,https://www.google.com/search?tbm=isch&q=Christina%20Shusho%20TZ%20official%20profile%20portrait,/assets/img/afrostream/creators/,christina-shusho-avatar.webp,400x400,WebP,"Create a close AfroStream cartoon avatar for Christina Shusho, single-person caricature portrait. Use the reference image supplied separately if available, or use public-profile visual cues for the person/channel. Capture recognizable cues: face shape, hairstyle, facial hair, glasses, skin tone, signature outfit colors, posture, and public profile vibe. Keep it a hand-drawn doodle/sketch avatar with soft pastel fills and clean black outline, not photorealistic and not a traced copy of one photo. Context: TZ; Music, Faith. Centered 400x400 head-and-shoulders or badge-safe crop, expressive, no readable text, no platform UI, no exact logos.","Reference is for human lookup or manual upload, not for the image prompt to browse. Primary reference: https://youtube.com/@cshusho; backup: https://www.google.com/search?tbm=isch&q=Christina%20Shusho%20TZ%20official%20profile%20portrait. If ChatGPT cannot retrieve links, upload/screenshot the reference image first, then paste only the prompt."
