vehicle_id,make,model,year,body_type,candidate_priority,target_country_code,source_market,verification_status,observed_local_prices,local_currency,local_median_price,local_sample_count,local_listing_urls,observed_source_prices,source_currency,source_median_price,source_sample_count,source_listing_urls,image_license_status,promotion_ready,promotion_blockers,available_country_codes,available_source_markets,evidence_pair_count
byd-dolphin-2025,BYD,Dolphin,2025,hatchback,high,ZA,uk,verified-source-backed,399888,ZAR,399888,1,https://www.cars.co.za/for-sale/used/2025-BYD-Dolphin-STANDARD-Kwazulu-Natal-Pinetown/10508155/,15899,GBP,15899,1,https://www.autotrader.co.uk/cars/used/byd/dolphin/2025,pending-licensed-image,false,Only one South Africa local-market listing is verified so far. | Only one source-market listing is verified so far. | No licensed image has been attached yet.,ZA,uk,1
byd-seal-2024,BYD,Seal,2024,sedan,high,ZA,uk,verified-source-backed,839899,ZAR,839899,1,https://www.cars.co.za/usedcars/BYD/Seal/ | https://www.cars.co.za/usedcars/Gauteng/BYD/Seal/,29750|29895|30100|30000|28008,GBP,29895,5,https://www.autotrader.co.uk/cars/used/byd/seal/2024,pending-licensed-image,false,Only one South Africa local-market result is verified so far. | The source sample spans multiple UK trim levels and should stay trim-normalized if promoted beyond staging. | No licensed image has been attached yet.,ZA,uk,1
byd-seal-2025,BYD,Seal,2025,sedan,high,ZA,uk,verified-source-backed,929900|1159900|1169900,ZAR,1159900,3,https://www.cars.co.za/for-sale/new/2025-BYD-Seal-AWD-Gauteng-Pretoria/10593116/ | https://www.cars.co.za/usedcars/BYD/Seal/ | https://www.cars.co.za/usedcars/Kwazulu-Natal/durban/BYD/,28890|30990|32098|31500,GBP,31245,4,https://www.autotrader.co.uk/cars/used/byd/seal/2025 | https://www.autotrader.co.uk/cars/used/byd/saloon/electric/seal/2025,pending-licensed-image,false,Only South Africa local-market evidence is verified so far. | No licensed image has been attached yet.,ZA,uk,1
byd-sealion-7-2025,BYD,Sealion 7,2025,suv,high,ZA,uk,verified-source-backed,899990,ZAR,899990,1,https://www.cars.co.za/for-sale/used/2025-BYD-Sealion-7-Premium-Kwazulu-Natal-Pinetown/10772003/,33300,GBP,33300,1,https://www.autotrader.co.uk/cars/used/byd/sealion-7/2025,pending-licensed-image,false,Only one South Africa local-market listing is verified so far. | The source sample comes from a UK year stock page and may include some early-2026 stock alongside 2025 units. | No licensed image has been attached yet.,ZA,uk,1
chery-tiggo-7-pro-2024,Chery,Tiggo 7 Pro,2024,suv,high,ZA,malaysia,verified-source-backed,379000,ZAR,379000,1,https://www.autotrader.co.za/car-for-sale/chery/tiggo-7-pro/executive/28392659,89800,MYR,89800,1,https://www.mudah.my/2024-chery-tiggo-7-pro-low-mileage-full-service-113842053.htm,pending-licensed-image,false,Only one South Africa local-market listing is verified so far. | Only one source-market listing is verified so far. | No licensed image has been attached yet.,ZA,malaysia,1
chery-tiggo-7-pro-2025,Chery,Tiggo 7 Pro,2025,suv,high,ZA,malaysia,verified-source-backed,429900,ZAR,429900,1,https://www.carfind.co.za/cars-for-sale/listing/2025-Chery-Tiggo-7-Pro-15T-Executive-CVT-Gauteng-Pretoria/7755516,113800,MYR,113800,1,https://www.carlist.my/cars-for-sale/chery/tiggo-7-pro/year-2025/malaysia,pending-licensed-image,false,Only one South Africa local-market listing is verified so far. | Only one source-market listing is verified so far. | No licensed image has been attached yet.,ZA,malaysia,1
ford-ranger-2008,Ford,Ranger,2008,pickup,high,NG,uk,verified-source-backed,5300000|7500000|9500000|11000000|12200000|15500000,NGN,10250000,6,https://jiji.ng/cars/ford-ranger-2008 | https://jiji.ng/cars/ford-ranger-2008-gray | https://jiji.ng/gudu/cars/ford-ranger-2008-gray-7BEXCMFDP2cpKZspJZ1kgv2L.html,6540|8170,USD,7355,2,https://www.beforward.jp/stocklist/make%3D50/model%3D1559/mfg_year_from%3D2008/mfg_year_to%3D2008/fob_price_to%3D10000,pending-licensed-image,false,Nigeria local evidence for this row comes from Jiji rather than Autochek and should be normalized in the live pipeline. | The source evidence comes from a stocklist page. | Only Nigeria local-market evidence is verified so far. | No licensed image has been attached yet.,NG,uk,1
ford-ranger-2012,Ford,Ranger,2012,pickup,high,NG,thailand,verified-source-backed,7500000|12500000,NGN,10000000,2,https://jiji.ng/port-harcourt/cars/ford-ranger-wildtrak-2012-black-gm6ibPIgKlJ7qGeIOuEOtlJy.html | https://jiji.ng/kaduna/cars/ford-ranger | https://jiji.ng/apapa/cars/ford-ranger,10760|13470,USD,12115,2,https://www.beforward.jp/stocklist/make%3D50/model%3D1559/mfg_year_from%3D2012/mfg_year_to%3D2012,pending-licensed-image,false,Nigeria local evidence for this row comes from Jiji rather than Autochek and should be normalized in the live pipeline. | The source evidence comes from a stocklist page. | Only Nigeria local-market evidence is verified so far. | No licensed image has been attached yet.,NG,thailand,1
ford-ranger-2015,Ford,Ranger,2015,pickup,high,KE,thailand,verified-source-backed,2550000|3550000,KES,3050000,2,https://autochek.africa/ke/car/ranger-ford-ref-LeGE6iaFP | https://autochek.africa/ke/car/ranger-ford-ref-zbpjLLwrX,9490|10000|12090|14550,,11045,4,https://www.beforward.jp/stocklist/make%3D50/model%3D1559/mfg_year_from%3D2015/mfg_year_to%3D2015 | https://www.beforward.jp/stocklist/make%3D50/model%3D1559/mfg_year_from%3D2015/mfg_year_to%3D2015/,pending-licensed-image,false,The verified sample spans multiple Ranger trim families that are not yet normalized into one live trim record. | The source-market currency label was not captured in this batch and must be confirmed before promotion. | Only Kenya local-market evidence is verified so far. | No licensed image has been attached yet.,KE,thailand,1
ford-ranger-2020,Ford,Ranger,2020,pickup,high,NG,thailand,verified-source-backed,35999999|45000000,NGN,40499999.5,2,https://jiji.ng/amuwo-odofin/cars/ford-ranger-2020-gray-45XHXHf8LWBJDMeQJeYQVnla.html | https://jiji.ng/amuwo-odofin/cars/ford-ranger,17230|25200|26130|27820,USD,25665,4,https://www.beforward.jp/ford/ranger/ca460160/id/12546224/ | https://www.beforward.jp/ford/ranger/ca142649/id/12225989/ | https://www.beforward.jp/ford/ranger/cc019939/id/14035507/ | https://www.beforward.jp/ford/ranger/ca204711/id/12288594/,pending-licensed-image,false,Nigeria local evidence for this row comes from Jiji rather than Autochek and should be normalized in the live pipeline. | Only Nigeria local-market evidence is verified so far. | No licensed image has been attached yet.,NG,thailand,1
ford-ranger-2023,Ford,Ranger,2023,pickup,high,KE,australia,verified-source-backed,5080000,KES,5080000,1,https://autochek.africa/ke/cars-for-sale/ford/ranger/geKwaKW1P,40930|59720,,50325,2,https://www.beforward.jp/ford/ranger/by815445/id/11967400/ | https://www.beforward.jp/ford/ranger/cc261527/id/14279410/,pending-licensed-image,false,Only one Kenya local-market listing has been verified so far. | The source-market currency label was not captured in this batch and must be confirmed before promotion. | No licensed image has been attached yet.,KE,australia,1
gac-aion-y-2024,GAC,Aion Y,2024,suv,high,NG,malaysia,verified-source-backed,39900000|40000000,NGN,39950000,2,https://jiji.ng/cars/gac-aion-y | https://jiji.ng/cars/gac,88800|95800,MYR,92300,2,https://www.mudah.my/2024-gac-aion-y-plus-elite-my24-a-112436020.htm | https://www.mudah.my/malaysia/new-cars-for-sale/gac-aion/y-plus/electric,pending-licensed-image,false,Only Nigeria local-market evidence is verified so far. | No licensed image has been attached yet.,NG,malaysia,1
gac-aion-y-2025,GAC,Aion Y,2025,suv,high,NG,malaysia,verified-source-backed,45000000,NGN,45000000,1,https://jiji.ng/central-business-district/cars/new-gac-aion-y-2025-white-fq25oskWs5GHz9W0pf2dZKw5.html,79800|82800|85888,MYR,82800,3,https://www.mudah.my/2025-gac-aion-y-plus-premium-430km-wltp-113359592.htm | https://www.mudah.my/malaysia/used-cars-for-sale/gac-aion/price-from-70000-below-80000-mfg-year-2025 | https://www.mudah.my/malaysia/cars-for-sale/gac-aion/price-from-80000-below-90000-mfg-year-2025,pending-licensed-image,false,Only Nigeria local-market evidence is verified so far. | No licensed image has been attached yet.,NG,malaysia,1
haval-jolion-hev-2024,Haval,Jolion,2024,suv,high,ZA,pakistan,verified-source-backed,449900,ZAR,449900,1,https://www.autotrader.co.za/car-for-sale/haval/jolion/hev-luxury/28076857,9200000,PKR,9200000,1,https://www.pakwheels.com/used-cars/haval-jolion-2024-for-sale-in-lahore-10448850,pending-licensed-image,false,Only one South Africa local-market listing is verified so far. | Only one source-market listing is verified so far. | No licensed image has been attached yet.,ZA,pakistan,1
haval-jolion-hev-2025,Haval,Jolion,2025,suv,high,ZA,pakistan,verified-source-backed,449995,ZAR,449995,1,https://www.autotrader.co.za/car-for-sale/haval/jolion-pro/hev-ultra-luxury/28106512,9200000,PKR,9200000,1,https://www.pakwheels.com/used-cars/haval-jolion-2025-for-sale-in-islamabad-11354005,pending-licensed-image,false,Only one South Africa local-market listing is verified so far. | Only one source-market listing is verified so far. | No licensed image has been attached yet.,ZA,pakistan,1
honda-accord-2003,Honda,Accord,2003,sedan,high,NG,japan,verified-source-backed,2362500|2625000|2800000|3500000|3850000,NGN,2800000,5,https://jiji.ng/lagos/cars/honda-accord-2003 | https://jiji.ng/alimosho/cars/honda-accord-2003 | https://jiji.ng/cars/honda-accord-2003,10140|10220|14640|7150,USD,10180,4,https://www.beforward.jp/stocklist/make%3D2/model%3D284/mfg_year_from%3D2003/mfg_year_to%3D2003/ | https://www.beforward.jp/es/stocklist/make%3D2/model%3D284/mfg_year_from%3D2003/mfg_year_to%3D2003/,pending-licensed-image,false,Nigeria local evidence for this row comes from Jiji rather than Autochek and should be normalized in the live pipeline. | The source evidence comes from multi-unit stocklist pages. | Only Nigeria local-market evidence is verified so far. | No licensed image has been attached yet.,NG,japan,1
honda-accord-2005,Honda,Accord,2005,sedan,high,NG,japan,verified-source-backed,2500000|2800000|2990000|3100000|3200000|3650000,NGN,3045000,6,https://jiji.ng/ogba/cars/honda-accord-2005-black-upStYCHiATuemRKFziJe39wG.html | https://jiji.ng/gbagada/cars/honda-accord-2005 | https://jiji.ng/cars/honda-accord-2005,2030|3100|4770|6900|8150|9240|9810|14530,USD,7525,8,https://www.beforward.jp/stocklist/make%3D2/model%3D284/mfg_year_from%3D2005/mfg_year_to%3D2005 | https://www.beforward.jp/stocklist/make%3D2/model%3D284/fob_price_to%3D5000,pending-licensed-image,false,Nigeria local evidence for this row comes from Jiji rather than Autochek and should be normalized in the live pipeline. | The source evidence comes from multi-unit stocklist pages. | Only Nigeria local-market evidence is verified so far. | No licensed image has been attached yet.,NG,japan,1
