scope,image_id,name,category,folder,filename,route,languages,tool_ids,prompt
"english-or-shared","farm-payroll-burkina-faso","Burkina Faso Farm Worker Payroll Calculator","Agriculture","/assets/img/tools/","farm-payroll-burkina-faso.webp","/agriculture/farm-payroll/burkina-faso","en","farm-payroll-burkina-faso","Create an 800x450 WebP tool card image for AfroTools. Subject: Burkina Faso Farm Worker Payroll Calculator. Category context: Agriculture. Show a practical African workflow scene or clean symbolic app illustration that matches the tool purpose. Use a polished modern editorial style, warm natural light, balanced composition, realistic African context where helpful, no readable text, no brand logos, no UI with fake words, no flags as the main subject, safe margins for card cropping."
"english-or-shared","fertilizer-burkina-faso","Burkina Faso Fertilizer Calculator","Agriculture","/assets/img/tools/","fertilizer-burkina-faso.webp","/agriculture/fertilizer/burkina-faso","en","fertilizer-burkina-faso","Create an 800x450 WebP tool card image for AfroTools. Subject: Burkina Faso Fertilizer Calculator. Category context: Agriculture. Show a practical African workflow scene or clean symbolic app illustration that matches the tool purpose. Use a polished modern editorial style, warm natural light, balanced composition, realistic African context where helpful, no readable text, no brand logos, no UI with fake words, no flags as the main subject, safe margins for card cropping."
"english-or-shared","irrigation-burkina-faso","Burkina Faso Irrigation Calculator","Agriculture","/assets/img/tools/","irrigation-burkina-faso.webp","/agriculture/irrigation/burkina-faso","en","irrigation-burkina-faso","Create an 800x450 WebP tool card image for AfroTools. Subject: Burkina Faso Irrigation Calculator. Category context: Agriculture. Show a practical African workflow scene or clean symbolic app illustration that matches the tool purpose. Use a polished modern editorial style, warm natural light, balanced composition, realistic African context where helpful, no readable text, no brand logos, no UI with fake words, no flags as the main subject, safe margins for card cropping."
"english-or-shared","farm-profit-burundi","Burundi Farm Profit Calculator","Agriculture","/assets/img/tools/","farm-profit-burundi.webp","/agriculture/farm-profit/burundi","en","farm-profit-burundi","Create an 800x450 WebP tool card image for AfroTools. Subject: Burundi Farm Profit Calculator. Category context: Agriculture. Show a practical African workflow scene or clean symbolic app illustration that matches the tool purpose. Use a polished modern editorial style, warm natural light, balanced composition, realistic African context where helpful, no readable text, no brand logos, no UI with fake words, no flags as the main subject, safe margins for card cropping."
"english-or-shared","farm-payroll-burundi","Burundi Farm Worker Payroll Calculator","Agriculture","/assets/img/tools/","farm-payroll-burundi.webp","/agriculture/farm-payroll/burundi","en","farm-payroll-burundi","Create an 800x450 WebP tool card image for AfroTools. Subject: Burundi Farm Worker Payroll Calculator. Category context: Agriculture. Show a practical African workflow scene or clean symbolic app illustration that matches the tool purpose. Use a polished modern editorial style, warm natural light, balanced composition, realistic African context where helpful, no readable text, no brand logos, no UI with fake words, no flags as the main subject, safe margins for card cropping."
"english-or-shared","fertilizer-burundi","Burundi Fertilizer Calculator","Agriculture","/assets/img/tools/","fertilizer-burundi.webp","/agriculture/fertilizer/burundi","en","fertilizer-burundi","Create an 800x450 WebP tool card image for AfroTools. Subject: Burundi Fertilizer Calculator. Category context: Agriculture. Show a practical African workflow scene or clean symbolic app illustration that matches the tool purpose. Use a polished modern editorial style, warm natural light, balanced composition, realistic African context where helpful, no readable text, no brand logos, no UI with fake words, no flags as the main subject, safe margins for card cropping."
"english-or-shared","irrigation-burundi","Burundi Irrigation Calculator","Agriculture","/assets/img/tools/","irrigation-burundi.webp","/agriculture/irrigation/burundi","en","irrigation-burundi","Create an 800x450 WebP tool card image for AfroTools. Subject: Burundi Irrigation Calculator. Category context: Agriculture. Show a practical African workflow scene or clean symbolic app illustration that matches the tool purpose. Use a polished modern editorial style, warm natural light, balanced composition, realistic African context where helpful, no readable text, no brand logos, no UI with fake words, no flags as the main subject, safe margins for card cropping."
"english-or-shared","farm-profit-cabo-verde","Cabo Verde Farm Profit Calculator","Agriculture","/assets/img/tools/","farm-profit-cabo-verde.webp","/agriculture/farm-profit/cabo-verde","en","farm-profit-cabo-verde","Create an 800x450 WebP tool card image for AfroTools. Subject: Cabo Verde Farm Profit Calculator. Category context: Agriculture. Show a practical African workflow scene or clean symbolic app illustration that matches the tool purpose. Use a polished modern editorial style, warm natural light, balanced composition, realistic African context where helpful, no readable text, no brand logos, no UI with fake words, no flags as the main subject, safe margins for card cropping."
"english-or-shared","farm-payroll-cabo-verde","Cabo Verde Farm Worker Payroll Calculator","Agriculture","/assets/img/tools/","farm-payroll-cabo-verde.webp","/agriculture/farm-payroll/cabo-verde","en","farm-payroll-cabo-verde","Create an 800x450 WebP tool card image for AfroTools. Subject: Cabo Verde Farm Worker Payroll Calculator. Category context: Agriculture. Show a practical African workflow scene or clean symbolic app illustration that matches the tool purpose. Use a polished modern editorial style, warm natural light, balanced composition, realistic African context where helpful, no readable text, no brand logos, no UI with fake words, no flags as the main subject, safe margins for card cropping."
"english-or-shared","fertilizer-cabo-verde","Cabo Verde Fertilizer Calculator","Agriculture","/assets/img/tools/","fertilizer-cabo-verde.webp","/agriculture/fertilizer/cabo-verde","en","fertilizer-cabo-verde","Create an 800x450 WebP tool card image for AfroTools. Subject: Cabo Verde Fertilizer Calculator. Category context: Agriculture. Show a practical African workflow scene or clean symbolic app illustration that matches the tool purpose. Use a polished modern editorial style, warm natural light, balanced composition, realistic African context where helpful, no readable text, no brand logos, no UI with fake words, no flags as the main subject, safe margins for card cropping."
"english-or-shared","irrigation-cabo-verde","Cabo Verde Irrigation Calculator","Agriculture","/assets/img/tools/","irrigation-cabo-verde.webp","/agriculture/irrigation/cabo-verde","en","irrigation-cabo-verde","Create an 800x450 WebP tool card image for AfroTools. Subject: Cabo Verde Irrigation Calculator. Category context: Agriculture. Show a practical African workflow scene or clean symbolic app illustration that matches the tool purpose. Use a polished modern editorial style, warm natural light, balanced composition, realistic African context where helpful, no readable text, no brand logos, no UI with fake words, no flags as the main subject, safe margins for card cropping."
"english-or-shared","fertilizer-cameroon","Cameroon Fertilizer Calculator","Agriculture","/assets/img/tools/","fertilizer-cameroon.webp","/agriculture/fertilizer/cameroon","en","fertilizer-cameroon","Create an 800x450 WebP tool card image for AfroTools. Subject: Cameroon Fertilizer Calculator. Category context: Agriculture. Show a practical African workflow scene or clean symbolic app illustration that matches the tool purpose. Use a polished modern editorial style, warm natural light, balanced composition, realistic African context where helpful, no readable text, no brand logos, no UI with fake words, no flags as the main subject, safe margins for card cropping."
"english-or-shared","farm-profit-central-african-republic","Central African Republic Farm Profit Calculator","Agriculture","/assets/img/tools/","farm-profit-central-african-republic.webp","/agriculture/farm-profit/central-african-republic","en","farm-profit-central-african-republic","Create an 800x450 WebP tool card image for AfroTools. Subject: Central African Republic Farm Profit Calculator. Category context: Agriculture. Show a practical African workflow scene or clean symbolic app illustration that matches the tool purpose. Use a polished modern editorial style, warm natural light, balanced composition, realistic African context where helpful, no readable text, no brand logos, no UI with fake words, no flags as the main subject, safe margins for card cropping."
"english-or-shared","farm-payroll-central-african-republic","Central African Republic Farm Worker Payroll Calculator","Agriculture","/assets/img/tools/","farm-payroll-central-african-republic.webp","/agriculture/farm-payroll/central-african-republic","en","farm-payroll-central-african-republic","Create an 800x450 WebP tool card image for AfroTools. Subject: Central African Republic Farm Worker Payroll Calculator. Category context: Agriculture. Show a practical African workflow scene or clean symbolic app illustration that matches the tool purpose. Use a polished modern editorial style, warm natural light, balanced composition, realistic African context where helpful, no readable text, no brand logos, no UI with fake words, no flags as the main subject, safe margins for card cropping."
"english-or-shared","fertilizer-central-african-republic","Central African Republic Fertilizer Calculator","Agriculture","/assets/img/tools/","fertilizer-central-african-republic.webp","/agriculture/fertilizer/central-african-republic","en","fertilizer-central-african-republic","Create an 800x450 WebP tool card image for AfroTools. Subject: Central African Republic Fertilizer Calculator. Category context: Agriculture. Show a practical African workflow scene or clean symbolic app illustration that matches the tool purpose. Use a polished modern editorial style, warm natural light, balanced composition, realistic African context where helpful, no readable text, no brand logos, no UI with fake words, no flags as the main subject, safe margins for card cropping."
"english-or-shared","irrigation-central-african-republic","Central African Republic Irrigation Calculator","Agriculture","/assets/img/tools/","irrigation-central-african-republic.webp","/agriculture/irrigation/central-african-republic","en","irrigation-central-african-republic","Create an 800x450 WebP tool card image for AfroTools. Subject: Central African Republic Irrigation Calculator. Category context: Agriculture. Show a practical African workflow scene or clean symbolic app illustration that matches the tool purpose. Use a polished modern editorial style, warm natural light, balanced composition, realistic African context where helpful, no readable text, no brand logos, no UI with fake words, no flags as the main subject, safe margins for card cropping."
"english-or-shared","farm-profit-chad","Chad Farm Profit Calculator","Agriculture","/assets/img/tools/","farm-profit-chad.webp","/agriculture/farm-profit/chad","en","farm-profit-chad","Create an 800x450 WebP tool card image for AfroTools. Subject: Chad Farm Profit Calculator. Category context: Agriculture. Show a practical African workflow scene or clean symbolic app illustration that matches the tool purpose. Use a polished modern editorial style, warm natural light, balanced composition, realistic African context where helpful, no readable text, no brand logos, no UI with fake words, no flags as the main subject, safe margins for card cropping."
"english-or-shared","farm-payroll-chad","Chad Farm Worker Payroll Calculator","Agriculture","/assets/img/tools/","farm-payroll-chad.webp","/agriculture/farm-payroll/chad","en","farm-payroll-chad","Create an 800x450 WebP tool card image for AfroTools. Subject: Chad Farm Worker Payroll Calculator. Category context: Agriculture. Show a practical African workflow scene or clean symbolic app illustration that matches the tool purpose. Use a polished modern editorial style, warm natural light, balanced composition, realistic African context where helpful, no readable text, no brand logos, no UI with fake words, no flags as the main subject, safe margins for card cropping."
"english-or-shared","fertilizer-chad","Chad Fertilizer Calculator","Agriculture","/assets/img/tools/","fertilizer-chad.webp","/agriculture/fertilizer/chad","en","fertilizer-chad","Create an 800x450 WebP tool card image for AfroTools. Subject: Chad Fertilizer Calculator. Category context: Agriculture. Show a practical African workflow scene or clean symbolic app illustration that matches the tool purpose. Use a polished modern editorial style, warm natural light, balanced composition, realistic African context where helpful, no readable text, no brand logos, no UI with fake words, no flags as the main subject, safe margins for card cropping."
"english-or-shared","irrigation-chad","Chad Irrigation Calculator","Agriculture","/assets/img/tools/","irrigation-chad.webp","/agriculture/irrigation/chad","en","irrigation-chad","Create an 800x450 WebP tool card image for AfroTools. Subject: Chad Irrigation Calculator. Category context: Agriculture. Show a practical African workflow scene or clean symbolic app illustration that matches the tool purpose. Use a polished modern editorial style, warm natural light, balanced composition, realistic African context where helpful, no readable text, no brand logos, no UI with fake words, no flags as the main subject, safe margins for card cropping."
"english-or-shared","farm-profit-comoros","Comoros Farm Profit Calculator","Agriculture","/assets/img/tools/","farm-profit-comoros.webp","/agriculture/farm-profit/comoros","en","farm-profit-comoros","Create an 800x450 WebP tool card image for AfroTools. Subject: Comoros Farm Profit Calculator. Category context: Agriculture. Show a practical African workflow scene or clean symbolic app illustration that matches the tool purpose. Use a polished modern editorial style, warm natural light, balanced composition, realistic African context where helpful, no readable text, no brand logos, no UI with fake words, no flags as the main subject, safe margins for card cropping."
"english-or-shared","farm-payroll-comoros","Comoros Farm Worker Payroll Calculator","Agriculture","/assets/img/tools/","farm-payroll-comoros.webp","/agriculture/farm-payroll/comoros","en","farm-payroll-comoros","Create an 800x450 WebP tool card image for AfroTools. Subject: Comoros Farm Worker Payroll Calculator. Category context: Agriculture. Show a practical African workflow scene or clean symbolic app illustration that matches the tool purpose. Use a polished modern editorial style, warm natural light, balanced composition, realistic African context where helpful, no readable text, no brand logos, no UI with fake words, no flags as the main subject, safe margins for card cropping."
"english-or-shared","fertilizer-comoros","Comoros Fertilizer Calculator","Agriculture","/assets/img/tools/","fertilizer-comoros.webp","/agriculture/fertilizer/comoros","en","fertilizer-comoros","Create an 800x450 WebP tool card image for AfroTools. Subject: Comoros Fertilizer Calculator. Category context: Agriculture. Show a practical African workflow scene or clean symbolic app illustration that matches the tool purpose. Use a polished modern editorial style, warm natural light, balanced composition, realistic African context where helpful, no readable text, no brand logos, no UI with fake words, no flags as the main subject, safe margins for card cropping."
"english-or-shared","irrigation-comoros","Comoros Irrigation Calculator","Agriculture","/assets/img/tools/","irrigation-comoros.webp","/agriculture/irrigation/comoros","en","irrigation-comoros","Create an 800x450 WebP tool card image for AfroTools. Subject: Comoros Irrigation Calculator. Category context: Agriculture. Show a practical African workflow scene or clean symbolic app illustration that matches the tool purpose. Use a polished modern editorial style, warm natural light, balanced composition, realistic African context where helpful, no readable text, no brand logos, no UI with fake words, no flags as the main subject, safe margins for card cropping."
"english-or-shared","farm-profit-congo-brazzaville","Congo Farm Profit Calculator","Agriculture","/assets/img/tools/","farm-profit-congo-brazzaville.webp","/agriculture/farm-profit/congo-brazzaville","en","farm-profit-congo-brazzaville","Create an 800x450 WebP tool card image for AfroTools. Subject: Congo Farm Profit Calculator. Category context: Agriculture. Show a practical African workflow scene or clean symbolic app illustration that matches the tool purpose. Use a polished modern editorial style, warm natural light, balanced composition, realistic African context where helpful, no readable text, no brand logos, no UI with fake words, no flags as the main subject, safe margins for card cropping."
"english-or-shared","farm-payroll-congo-brazzaville","Congo Farm Worker Payroll Calculator","Agriculture","/assets/img/tools/","farm-payroll-congo-brazzaville.webp","/agriculture/farm-payroll/congo-brazzaville","en","farm-payroll-congo-brazzaville","Create an 800x450 WebP tool card image for AfroTools. Subject: Congo Farm Worker Payroll Calculator. Category context: Agriculture. Show a practical African workflow scene or clean symbolic app illustration that matches the tool purpose. Use a polished modern editorial style, warm natural light, balanced composition, realistic African context where helpful, no readable text, no brand logos, no UI with fake words, no flags as the main subject, safe margins for card cropping."
"english-or-shared","fertilizer-congo-brazzaville","Congo-Brazzaville Fertilizer Calculator","Agriculture","/assets/img/tools/","fertilizer-congo-brazzaville.webp","/agriculture/fertilizer/congo-brazzaville","en","fertilizer-congo-brazzaville","Create an 800x450 WebP tool card image for AfroTools. Subject: Congo-Brazzaville Fertilizer Calculator. Category context: Agriculture. Show a practical African workflow scene or clean symbolic app illustration that matches the tool purpose. Use a polished modern editorial style, warm natural light, balanced composition, realistic African context where helpful, no readable text, no brand logos, no UI with fake words, no flags as the main subject, safe margins for card cropping."
"english-or-shared","irrigation-congo-brazzaville","Congo-Brazzaville Irrigation Calculator","Agriculture","/assets/img/tools/","irrigation-congo-brazzaville.webp","/agriculture/irrigation/congo-brazzaville","en","irrigation-congo-brazzaville","Create an 800x450 WebP tool card image for AfroTools. Subject: Congo-Brazzaville Irrigation Calculator. Category context: Agriculture. Show a practical African workflow scene or clean symbolic app illustration that matches the tool purpose. Use a polished modern editorial style, warm natural light, balanced composition, realistic African context where helpful, no readable text, no brand logos, no UI with fake words, no flags as the main subject, safe margins for card cropping."
"english-or-shared","irrigation-cote-d-ivoire","Côte d'Ivoire Irrigation Calculator","Agriculture","/assets/img/tools/","irrigation-cote-d-ivoire.webp","/agriculture/irrigation/cote-d-ivoire","en","irrigation-cote-d-ivoire","Create an 800x450 WebP tool card image for AfroTools. Subject: Côte d'Ivoire Irrigation Calculator. Category context: Agriculture. Show a practical African workflow scene or clean symbolic app illustration that matches the tool purpose. Use a polished modern editorial style, warm natural light, balanced composition, realistic African context where helpful, no readable text, no brand logos, no UI with fake words, no flags as the main subject, safe margins for card cropping."
"english-or-shared","farm-profit-djibouti","Djibouti Farm Profit Calculator","Agriculture","/assets/img/tools/","farm-profit-djibouti.webp","/agriculture/farm-profit/djibouti","en","farm-profit-djibouti","Create an 800x450 WebP tool card image for AfroTools. Subject: Djibouti Farm Profit Calculator. Category context: Agriculture. Show a practical African workflow scene or clean symbolic app illustration that matches the tool purpose. Use a polished modern editorial style, warm natural light, balanced composition, realistic African context where helpful, no readable text, no brand logos, no UI with fake words, no flags as the main subject, safe margins for card cropping."
"english-or-shared","farm-payroll-djibouti","Djibouti Farm Worker Payroll Calculator","Agriculture","/assets/img/tools/","farm-payroll-djibouti.webp","/agriculture/farm-payroll/djibouti","en","farm-payroll-djibouti","Create an 800x450 WebP tool card image for AfroTools. Subject: Djibouti Farm Worker Payroll Calculator. Category context: Agriculture. Show a practical African workflow scene or clean symbolic app illustration that matches the tool purpose. Use a polished modern editorial style, warm natural light, balanced composition, realistic African context where helpful, no readable text, no brand logos, no UI with fake words, no flags as the main subject, safe margins for card cropping."
"english-or-shared","fertilizer-djibouti","Djibouti Fertilizer Calculator","Agriculture","/assets/img/tools/","fertilizer-djibouti.webp","/agriculture/fertilizer/djibouti","en","fertilizer-djibouti","Create an 800x450 WebP tool card image for AfroTools. Subject: Djibouti Fertilizer Calculator. Category context: Agriculture. Show a practical African workflow scene or clean symbolic app illustration that matches the tool purpose. Use a polished modern editorial style, warm natural light, balanced composition, realistic African context where helpful, no readable text, no brand logos, no UI with fake words, no flags as the main subject, safe margins for card cropping."
"english-or-shared","irrigation-djibouti","Djibouti Irrigation Calculator","Agriculture","/assets/img/tools/","irrigation-djibouti.webp","/agriculture/irrigation/djibouti","en","irrigation-djibouti","Create an 800x450 WebP tool card image for AfroTools. Subject: Djibouti Irrigation Calculator. Category context: Agriculture. Show a practical African workflow scene or clean symbolic app illustration that matches the tool purpose. Use a polished modern editorial style, warm natural light, balanced composition, realistic African context where helpful, no readable text, no brand logos, no UI with fake words, no flags as the main subject, safe margins for card cropping."
"english-or-shared","fertilizer-dr-congo","DR Congo Fertilizer Calculator","Agriculture","/assets/img/tools/","fertilizer-dr-congo.webp","/agriculture/fertilizer/dr-congo","en","fertilizer-dr-congo","Create an 800x450 WebP tool card image for AfroTools. Subject: DR Congo Fertilizer Calculator. Category context: Agriculture. Show a practical African workflow scene or clean symbolic app illustration that matches the tool purpose. Use a polished modern editorial style, warm natural light, balanced composition, realistic African context where helpful, no readable text, no brand logos, no UI with fake words, no flags as the main subject, safe margins for card cropping."
"english-or-shared","farm-profit-equatorial-guinea","Equatorial Guinea Farm Profit Calculator","Agriculture","/assets/img/tools/","farm-profit-equatorial-guinea.webp","/agriculture/farm-profit/equatorial-guinea","en","farm-profit-equatorial-guinea","Create an 800x450 WebP tool card image for AfroTools. Subject: Equatorial Guinea Farm Profit Calculator. Category context: Agriculture. Show a practical African workflow scene or clean symbolic app illustration that matches the tool purpose. Use a polished modern editorial style, warm natural light, balanced composition, realistic African context where helpful, no readable text, no brand logos, no UI with fake words, no flags as the main subject, safe margins for card cropping."
"english-or-shared","farm-payroll-equatorial-guinea","Equatorial Guinea Farm Worker Payroll Calculator","Agriculture","/assets/img/tools/","farm-payroll-equatorial-guinea.webp","/agriculture/farm-payroll/equatorial-guinea","en","farm-payroll-equatorial-guinea","Create an 800x450 WebP tool card image for AfroTools. Subject: Equatorial Guinea Farm Worker Payroll Calculator. Category context: Agriculture. Show a practical African workflow scene or clean symbolic app illustration that matches the tool purpose. Use a polished modern editorial style, warm natural light, balanced composition, realistic African context where helpful, no readable text, no brand logos, no UI with fake words, no flags as the main subject, safe margins for card cropping."
"english-or-shared","fertilizer-equatorial-guinea","Equatorial Guinea Fertilizer Calculator","Agriculture","/assets/img/tools/","fertilizer-equatorial-guinea.webp","/agriculture/fertilizer/equatorial-guinea","en","fertilizer-equatorial-guinea","Create an 800x450 WebP tool card image for AfroTools. Subject: Equatorial Guinea Fertilizer Calculator. Category context: Agriculture. Show a practical African workflow scene or clean symbolic app illustration that matches the tool purpose. Use a polished modern editorial style, warm natural light, balanced composition, realistic African context where helpful, no readable text, no brand logos, no UI with fake words, no flags as the main subject, safe margins for card cropping."
"english-or-shared","irrigation-equatorial-guinea","Equatorial Guinea Irrigation Calculator","Agriculture","/assets/img/tools/","irrigation-equatorial-guinea.webp","/agriculture/irrigation/equatorial-guinea","en","irrigation-equatorial-guinea","Create an 800x450 WebP tool card image for AfroTools. Subject: Equatorial Guinea Irrigation Calculator. Category context: Agriculture. Show a practical African workflow scene or clean symbolic app illustration that matches the tool purpose. Use a polished modern editorial style, warm natural light, balanced composition, realistic African context where helpful, no readable text, no brand logos, no UI with fake words, no flags as the main subject, safe margins for card cropping."
"english-or-shared","farm-profit-eritrea","Eritrea Farm Profit Calculator","Agriculture","/assets/img/tools/","farm-profit-eritrea.webp","/agriculture/farm-profit/eritrea","en","farm-profit-eritrea","Create an 800x450 WebP tool card image for AfroTools. Subject: Eritrea Farm Profit Calculator. Category context: Agriculture. Show a practical African workflow scene or clean symbolic app illustration that matches the tool purpose. Use a polished modern editorial style, warm natural light, balanced composition, realistic African context where helpful, no readable text, no brand logos, no UI with fake words, no flags as the main subject, safe margins for card cropping."
"english-or-shared","farm-payroll-eritrea","Eritrea Farm Worker Payroll Calculator","Agriculture","/assets/img/tools/","farm-payroll-eritrea.webp","/agriculture/farm-payroll/eritrea","en","farm-payroll-eritrea","Create an 800x450 WebP tool card image for AfroTools. Subject: Eritrea Farm Worker Payroll Calculator. Category context: Agriculture. Show a practical African workflow scene or clean symbolic app illustration that matches the tool purpose. Use a polished modern editorial style, warm natural light, balanced composition, realistic African context where helpful, no readable text, no brand logos, no UI with fake words, no flags as the main subject, safe margins for card cropping."
"english-or-shared","fertilizer-eritrea","Eritrea Fertilizer Calculator","Agriculture","/assets/img/tools/","fertilizer-eritrea.webp","/agriculture/fertilizer/eritrea","en","fertilizer-eritrea","Create an 800x450 WebP tool card image for AfroTools. Subject: Eritrea Fertilizer Calculator. Category context: Agriculture. Show a practical African workflow scene or clean symbolic app illustration that matches the tool purpose. Use a polished modern editorial style, warm natural light, balanced composition, realistic African context where helpful, no readable text, no brand logos, no UI with fake words, no flags as the main subject, safe margins for card cropping."
"english-or-shared","irrigation-eritrea","Eritrea Irrigation Calculator","Agriculture","/assets/img/tools/","irrigation-eritrea.webp","/agriculture/irrigation/eritrea","en","irrigation-eritrea","Create an 800x450 WebP tool card image for AfroTools. Subject: Eritrea Irrigation Calculator. Category context: Agriculture. Show a practical African workflow scene or clean symbolic app illustration that matches the tool purpose. Use a polished modern editorial style, warm natural light, balanced composition, realistic African context where helpful, no readable text, no brand logos, no UI with fake words, no flags as the main subject, safe margins for card cropping."
"english-or-shared","seed-rate-er","Eritrea Seed Rate Calculator","Agriculture","/assets/img/tools/","seed-rate-er.webp","/agriculture/seed-rate/eritrea","en","seed-rate-er","Create an 800x450 WebP tool card image for AfroTools. Subject: Eritrea Seed Rate Calculator. Category context: Agriculture. Show a practical African workflow scene or clean symbolic app illustration that matches the tool purpose. Use a polished modern editorial style, warm natural light, balanced composition, realistic African context where helpful, no readable text, no brand logos, no UI with fake words, no flags as the main subject, safe margins for card cropping."
"english-or-shared","farm-profit-eswatini","Eswatini Farm Profit Calculator","Agriculture","/assets/img/tools/","farm-profit-eswatini.webp","/agriculture/farm-profit/eswatini","en","farm-profit-eswatini","Create an 800x450 WebP tool card image for AfroTools. Subject: Eswatini Farm Profit Calculator. Category context: Agriculture. Show a practical African workflow scene or clean symbolic app illustration that matches the tool purpose. Use a polished modern editorial style, warm natural light, balanced composition, realistic African context where helpful, no readable text, no brand logos, no UI with fake words, no flags as the main subject, safe margins for card cropping."
