scholarship id,name,provider,destination,level,field,current deadline status,current deadline date,source URL,last checked,priority score,suggested action
0eda8686-71e3-4750-b7b8-65ae300a3e55,Queen Mary Scholarships,Queen Mary University of London,uk,undergrad; masters; phd,any,unclear,,https://www.qmul.ac.uk/scholarships/,2026-05-19T19:23:32.732+00:00,102,Open official/source URL and verify whether a 2026 deadline is published.
3b3ed8c8-c1dd-40bf-be14-93ba35db7201,Radboud Scholarship Programme,Radboud University,eu,masters,any,unclear,,https://www.ru.nl/en/education/scholarships/radboud-scholarship-programme,2026-05-19T19:23:32.732+00:00,102,Open official/source URL and verify whether a 2026 deadline is published.
247c359a-0ca9-445e-b2c6-948045107ce1,Rhodes Scholarship,Rhodes Trust,uk,masters; phd,any,upcoming,,https://www.rhodeshouse.ox.ac.uk,2026-05-21T06:34:33.643+00:00,102,Verify the exact cycle date when published; do not convert month-only text into a date.
55babc35-1f24-43dd-8927-ef8dcbc7c332,RMIT International Scholarships,RMIT University,australia,undergrad; masters; phd,any,unclear,,https://www.rmit.edu.au/study-with-us/international-students/apply-to-rmit-international-students/fees-and-scholarships/scholarships,2026-05-19T19:23:32.732+00:00,102,Open official/source URL and verify whether a 2026 deadline is published.
bf759cfc-4b85-481e-8d1d-f273798d6562,Royal Holloway Scholarships,Royal Holloway University of London,uk,undergrad; masters; phd,any,unclear,,https://www.royalholloway.ac.uk/studying-here/fees-and-funding/scholarships/,2026-05-19T19:23:32.732+00:00,102,Open official/source URL and verify whether a 2026 deadline is published.
ca577c3a-53f8-419c-82d5-111172282491,SFU Financial Aid and Awards,Simon Fraser University,canada,undergrad; masters,any,unclear,,https://www.sfu.ca/students/financialaid.html,2026-05-19T19:23:32.732+00:00,102,Open official/source URL and verify whether a 2026 deadline is published.
443b0e4c-b047-4f7d-a1c8-85fe287ad181,SOAS Scholarships,SOAS University of London,uk,undergrad; masters; phd,any,unclear,,https://www.soas.ac.uk/study/fees-and-funding/scholarships,2026-05-19T19:23:32.732+00:00,102,Open official/source URL and verify whether a 2026 deadline is published.
e7e7c86c-36c5-4901-a32f-26cd4fcaf0aa,Think Big Postgraduate Scholarships,University of Bristol,uk,masters,any,unclear,,https://www.bristol.ac.uk/students/support/finances/scholarships/think-big-postgraduate/,2026-05-19T19:23:32.732+00:00,102,Open official/source URL and verify whether a 2026 deadline is published.
62a04d9c-baf9-4253-8317-d5d22a6f7dda,Think Big Undergraduate Scholarships,University of Bristol,uk,undergrad,any,unclear,,https://www.bristol.ac.uk/students/support/finances/scholarships/think-big-undergraduate/,2026-05-19T19:23:32.732+00:00,102,Open official/source URL and verify whether a 2026 deadline is published.
980cd7b6-494e-43b6-8a03-fb80a21241a1,Turkish Government Scholarship,Republic of Turkey,eu,undergrad; masters; phd,any,upcoming,,https://turkiyeburslari.gov.tr,2026-05-21T06:34:33.644+00:00,102,Verify the exact cycle date when published; do not convert month-only text into a date.
515a1a5b-bc40-45c2-944a-382986f4aa37,UBC International Scholars Program,University of British Columbia,canada,undergrad,any,unclear,,https://you.ubc.ca/financial-planning/scholarships-awards-international-students/international-scholars/,2026-05-19T19:23:32.732+00:00,102,Open official/source URL and verify whether a 2026 deadline is published.
ae9b7b81-8655-412b-aad8-b64d0c51d76e,UChicago International Financial Aid,University of Chicago,us,undergrad,any,unclear,,https://collegeadmissions.uchicago.edu/financial-support/international-financial-aid,2026-05-19T19:23:32.732+00:00,102,Open official/source URL and verify whether a 2026 deadline is published.
e326d402-b7be-4a0c-a340-c45760777e07,UCL Global Masters Scholarship,University College London,uk,masters,any,unclear,,https://www.ucl.ac.uk/scholarships/ucl-global-masters-scholarship,2026-05-19T19:23:32.732+00:00,102,Open official/source URL and verify whether a 2026 deadline is published.
12e35fc3-824a-4f67-a834-922822eff48d,UCL Global Undergraduate Scholarship,University College London,uk,undergrad,any,unclear,,https://www.ucl.ac.uk/scholarships/ucl-global-undergraduate-scholarship,2026-05-19T19:23:32.732+00:00,102,Open official/source URL and verify whether a 2026 deadline is published.
800f5f61-5723-4f2b-9f8e-342dd6801254,University of Aberdeen Funding,University of Aberdeen,uk,undergrad; masters; phd,any,unclear,,https://www.abdn.ac.uk/study/funding/,2026-05-19T19:23:32.732+00:00,102,Open official/source URL and verify whether a 2026 deadline is published.
3d728a8e-7c6a-476b-bc56-79a348eec509,University of Calgary International Entrance Scholarship,University of Calgary,canada,undergrad,any,unclear,,https://www.ucalgary.ca/registrar/finances/awards-scholarships-and-bursaries,2026-05-19T19:23:32.732+00:00,102,Open official/source URL and verify whether a 2026 deadline is published.
9fc82cfc-0935-4943-947e-cde315992f28,University of Copenhagen Scholarships,University of Copenhagen,eu,masters,any,unclear,,https://studies.ku.dk/masters/tuition-fees-scholarships/scholarships/,2026-05-19T19:23:32.732+00:00,102,Open official/source URL and verify whether a 2026 deadline is published.
0bc93a78-5d1a-4203-9b9f-cc7599dda58c,University of East Anglia Scholarships,University of East Anglia,uk,undergrad; masters; phd,any,unclear,,https://www.uea.ac.uk/study/fees-and-funding/scholarships,2026-05-19T19:23:32.732+00:00,102,Open official/source URL and verify whether a 2026 deadline is published.
c713e7d9-402f-4df4-a533-3133fc201321,University of Essex Scholarships,University of Essex,uk,undergrad; masters; phd,any,unclear,,https://www.essex.ac.uk/scholarships,2026-05-19T19:23:32.732+00:00,102,Open official/source URL and verify whether a 2026 deadline is published.
d06882a0-1852-4927-8dbd-910dd0be5161,University of Exeter Funding and Scholarships,University of Exeter,uk,undergrad; masters; phd,any,unclear,,https://www.exeter.ac.uk/study/funding/,2026-05-19T19:23:32.732+00:00,102,Open official/source URL and verify whether a 2026 deadline is published.
35e6c036-146d-4fea-a3e7-b2d3d54a19b6,University of Kent Scholarships,University of Kent,uk,undergrad; masters; phd,any,unclear,,https://www.kent.ac.uk/scholarships,2026-05-19T19:23:32.732+00:00,102,Open official/source URL and verify whether a 2026 deadline is published.
04805b85-9e83-4320-af25-8e650b5e83d8,University of Ottawa Scholarships and Awards,University of Ottawa,canada,undergrad; masters; phd,any,unclear,,https://www.uottawa.ca/study/fees-financial-support/scholarships-awards,2026-05-19T19:23:32.732+00:00,102,Open official/source URL and verify whether a 2026 deadline is published.
4c9f81fe-42e0-4dd8-be80-1edc3ea12e83,University of Padua Scholarships,University of Padua,eu,undergrad; masters; phd,any,unclear,,https://www.unipd.it/en/scholarships,2026-05-19T19:23:32.732+00:00,102,Open official/source URL and verify whether a 2026 deadline is published.
f560a4b8-0439-4931-aeb0-013f859bc5e2,University of Saskatchewan Scholarships,University of Saskatchewan,canada,undergrad; masters; phd,any,unclear,,https://students.usask.ca/money/scholarships.php,2026-05-19T19:23:32.732+00:00,102,Open official/source URL and verify whether a 2026 deadline is published.
37b06450-c5a5-4d66-ab66-f0ac080abc72,University of Southampton Scholarships,University of Southampton,uk,undergrad; masters; phd,any,unclear,,https://www.southampton.ac.uk/study/fees-funding/scholarships,2026-05-19T19:23:32.732+00:00,102,Open official/source URL and verify whether a 2026 deadline is published.
e858a990-b8a8-4a89-a620-485f3579279e,University of St Andrews Scholarships,University of St Andrews,uk,undergrad; masters; phd,any,unclear,,https://www.st-andrews.ac.uk/study/fees-and-funding/scholarships/,2026-05-19T19:23:32.732+00:00,102,Open official/source URL and verify whether a 2026 deadline is published.
170884f7-7b9c-4141-ade5-9a584a4199a0,University of Strathclyde Scholarships,University of Strathclyde,uk,undergrad; masters; phd,any,unclear,,https://www.strath.ac.uk/studywithus/scholarships/,2026-05-19T19:23:32.732+00:00,102,Open official/source URL and verify whether a 2026 deadline is published.
923a4c62-c8c0-4f80-8b7e-b523cd7eb0e4,University of Twente Scholarship,University of Twente,eu,masters,any,unclear,,https://www.utwente.nl/en/education/scholarship-finder/university-of-twente-scholarship/,2026-05-19T19:23:32.732+00:00,102,Open official/source URL and verify whether a 2026 deadline is published.
4803659a-dece-4617-aca7-389693b18d55,University of Westminster Scholarships,University of Westminster,uk,undergrad; masters,any,unclear,,https://www.westminster.ac.uk/study/fees-and-funding/scholarships,2026-05-19T19:23:32.732+00:00,102,Open official/source URL and verify whether a 2026 deadline is published.
3de028f6-e4dc-4abc-9261-3f7e6bafa184,University of Wollongong Scholarships,University of Wollongong,australia,undergrad; masters; phd,any,unclear,,https://www.uow.edu.au/study/scholarships/,2026-05-19T19:23:32.732+00:00,102,Open official/source URL and verify whether a 2026 deadline is published.
7b517f72-e263-47d5-a250-a7c9eef03fc6,USIU-Africa Mastercard Foundation Scholars Program,United States International University Africa,africa,undergrad,any,unclear,,https://www.usiu.ac.ke/mastercard-foundation-scholars-program/,2026-05-19T19:23:32.732+00:00,102,Open official/source URL and verify whether a 2026 deadline is published.
8442f489-2024-4c77-aa29-b226d132521b,UTS International Student Scholarships,University of Technology Sydney,australia,undergrad; masters,stem; any,unclear,,https://www.uts.edu.au/study/international/essential-information/scholarships-international-students,2026-05-19T19:23:32.732+00:00,102,Open official/source URL and verify whether a 2026 deadline is published.
cef62786-56bd-4c6b-ae0f-6bbc0d81085c,Western National Scholarship Program,Western University,canada,undergrad,any,unclear,,https://registrar.uwo.ca/student_finances/scholarships_awards/national_scholarship_program.html,2026-05-19T19:23:32.732+00:00,102,Open official/source URL and verify whether a 2026 deadline is published.
52879903-eca9-4707-b3c1-61217ad629d7,AfDB Japan Africa Dream Scholarship,African Development Bank,global,masters,agric; development; any,unclear,,https://www.afdb.org/en/about-us/careers/japan-africa-dream-scholarship-jads-program,2026-05-19T19:23:32.732+00:00,98,Open official/source URL and verify whether a 2026 deadline is published.
3297a405-01b7-49d1-b473-12af4e429e96,Tongarewa Scholarship,Victoria University of Wellington,global,undergrad; masters,any,unclear,,https://www.wgtn.ac.nz/scholarships/current/tongarewa-scholarship,2026-05-19T19:23:32.732+00:00,95,Open official/source URL and verify whether a 2026 deadline is published.
c67e2808-ba2c-4b8d-beb7-09285071c31a,AAUW International Fellowships,AAUW,us,masters; phd; postdoc,any,unclear,,https://www.aauw.org/resources/programs/fellowships-grants/current-opportunities/international/,2026-05-19T19:23:32.732+00:00,90,Open official/source URL and verify whether a 2026 deadline is published.
e86e2c15-3177-4c91-a484-6e7e7c11483f,ADB Japan Scholarship Program,Asian Development Bank,global,masters,agric; development; any,unclear,,https://www.adb.org/work-with-us/careers/japan-scholarship-program,2026-05-19T19:23:32.732+00:00,90,Open official/source URL and verify whether a 2026 deadline is published.
627f8164-3186-4fb7-8bd6-5a3b3e9664bb,Campus France CampusBourses,Campus France,eu,undergrad; masters; phd,any,unclear,,https://campusbourses.campusfrance.org/,2026-05-19T19:23:32.732+00:00,90,Open official/source URL and verify whether a 2026 deadline is published.
f1429056-fcaa-4ead-8d72-a7ff77384c29,Deutschlandstipendium,Federal Ministry of Education and Research Germany,eu,undergrad; masters,any,unclear,,https://www.deutschlandstipendium.de/de/english-1700.html,2026-05-19T19:23:32.732+00:00,90,Open official/source URL and verify whether a 2026 deadline is published.
9be04a7f-7a1f-4d73-aad0-8699a9eefff6,Emile Boutmy Scholarship,Sciences Po,eu,undergrad; masters,stem; any,unclear,,https://www.sciencespo.fr/students/en/fees-funding/bursaries-financial-aid/emile-boutmy-scholarship/,2026-05-19T19:23:32.732+00:00,90,Open official/source URL and verify whether a 2026 deadline is published.
6c8c6cf1-a0a0-4b3e-b425-071cd74d8d83,EPFL Excellence Fellowships,EPFL,eu,masters,stem; any,unclear,,https://www.epfl.ch/education/master/master-excellence-fellowships/,2026-05-19T19:23:32.732+00:00,90,Open official/source URL and verify whether a 2026 deadline is published.
c04fb039-ac7b-4ec8-a123-fa24d71ee2b6,Heinrich Boll Foundation Scholarships,Heinrich Boll Foundation,eu,undergrad; masters; phd,any,unclear,,https://www.boell.de/en/scholarships,2026-05-19T19:23:32.732+00:00,90,Open official/source URL and verify whether a 2026 deadline is published.
5d85443b-e491-4f8f-a0b4-a35175f8c407,IsDB Scholarship Programmes,Islamic Development Bank,global,undergrad; masters; phd; postdoc,agric; development; any,unclear,,https://www.isdb.org/scholarships,2026-05-19T19:23:32.732+00:00,90,Open official/source URL and verify whether a 2026 deadline is published.
