"route","file","issue_id","detail"
"/agriculture/farm-payroll/_template","agriculture/farm-payroll/_template.html","description_length","Meta description length is 184."
"/agriculture/farm-payroll/algeria","agriculture/farm-payroll/algeria.html","title_length","Title length is 81."
"/agriculture/farm-payroll/algeria","agriculture/farm-payroll/algeria.html","description_length","Meta description length is 183."
"/agriculture/farm-payroll/angola","agriculture/farm-payroll/angola.html","title_length","Title length is 80."
"/agriculture/farm-payroll/angola","agriculture/farm-payroll/angola.html","description_length","Meta description length is 182."
"/agriculture/farm-payroll/benin","agriculture/farm-payroll/benin.html","title_length","Title length is 79."
"/agriculture/farm-payroll/benin","agriculture/farm-payroll/benin.html","description_length","Meta description length is 181."
"/agriculture/farm-payroll/botswana","agriculture/farm-payroll/botswana.html","title_length","Title length is 82."
"/agriculture/farm-payroll/botswana","agriculture/farm-payroll/botswana.html","description_length","Meta description length is 184."
"/agriculture/farm-payroll/burkina-faso","agriculture/farm-payroll/burkina-faso.html","title_length","Title length is 86."
"/agriculture/farm-payroll/burkina-faso","agriculture/farm-payroll/burkina-faso.html","description_length","Meta description length is 188."
"/agriculture/farm-payroll/burundi","agriculture/farm-payroll/burundi.html","title_length","Title length is 81."
"/agriculture/farm-payroll/burundi","agriculture/farm-payroll/burundi.html","description_length","Meta description length is 183."
"/agriculture/farm-payroll/cabo-verde","agriculture/farm-payroll/cabo-verde.html","title_length","Title length is 84."
"/agriculture/farm-payroll/cabo-verde","agriculture/farm-payroll/cabo-verde.html","description_length","Meta description length is 186."
"/agriculture/farm-payroll/cameroon","agriculture/farm-payroll/cameroon.html","title_length","Title length is 82."
"/agriculture/farm-payroll/cameroon","agriculture/farm-payroll/cameroon.html","description_length","Meta description length is 184."
"/agriculture/farm-payroll/central-african-republic","agriculture/farm-payroll/central-african-republic.html","title_length","Title length is 98."
"/agriculture/farm-payroll/central-african-republic","agriculture/farm-payroll/central-african-republic.html","description_length","Meta description length is 200."
"/agriculture/farm-payroll/chad","agriculture/farm-payroll/chad.html","title_length","Title length is 78."
"/agriculture/farm-payroll/comoros","agriculture/farm-payroll/comoros.html","title_length","Title length is 81."
"/agriculture/farm-payroll/comoros","agriculture/farm-payroll/comoros.html","description_length","Meta description length is 183."
"/agriculture/farm-payroll/congo-brazzaville","agriculture/farm-payroll/congo-brazzaville.html","title_length","Title length is 93."
"/agriculture/farm-payroll/congo-brazzaville","agriculture/farm-payroll/congo-brazzaville.html","description_length","Meta description length is 195."
"/agriculture/farm-payroll/cote-d-ivoire","agriculture/farm-payroll/cote-d-ivoire.html","title_length","Title length is 87."
"/agriculture/farm-payroll/djibouti","agriculture/farm-payroll/djibouti.html","title_length","Title length is 82."
"/agriculture/farm-payroll/djibouti","agriculture/farm-payroll/djibouti.html","description_length","Meta description length is 184."
"/agriculture/farm-payroll/dr-congo","agriculture/farm-payroll/dr-congo.html","title_length","Title length is 82."
"/agriculture/farm-payroll/dr-congo","agriculture/farm-payroll/dr-congo.html","description_length","Meta description length is 184."
"/agriculture/farm-payroll/egypt","agriculture/farm-payroll/egypt.html","title_length","Title length is 79."
"/agriculture/farm-payroll/egypt","agriculture/farm-payroll/egypt.html","description_length","Meta description length is 181."
"/agriculture/farm-payroll/equatorial-guinea","agriculture/farm-payroll/equatorial-guinea.html","title_length","Title length is 91."
"/agriculture/farm-payroll/equatorial-guinea","agriculture/farm-payroll/equatorial-guinea.html","description_length","Meta description length is 193."
"/agriculture/farm-payroll/eritrea","agriculture/farm-payroll/eritrea.html","title_length","Title length is 81."
"/agriculture/farm-payroll/eritrea","agriculture/farm-payroll/eritrea.html","description_length","Meta description length is 183."
"/agriculture/farm-payroll/eswatini","agriculture/farm-payroll/eswatini.html","title_length","Title length is 82."
"/agriculture/farm-payroll/eswatini","agriculture/farm-payroll/eswatini.html","description_length","Meta description length is 184."
"/agriculture/farm-payroll/ethiopia","agriculture/farm-payroll/ethiopia.html","title_length","Title length is 82."
"/agriculture/farm-payroll/ethiopia","agriculture/farm-payroll/ethiopia.html","description_length","Meta description length is 184."
"/agriculture/farm-payroll/gabon","agriculture/farm-payroll/gabon.html","title_length","Title length is 79."
"/agriculture/farm-payroll/gabon","agriculture/farm-payroll/gabon.html","description_length","Meta description length is 181."
"/agriculture/farm-payroll/gambia","agriculture/farm-payroll/gambia.html","title_length","Title length is 80."
"/agriculture/farm-payroll/gambia","agriculture/farm-payroll/gambia.html","description_length","Meta description length is 182."
"/agriculture/farm-payroll/ghana","agriculture/farm-payroll/ghana.html","title_length","Title length is 79."
"/agriculture/farm-payroll/ghana","agriculture/farm-payroll/ghana.html","description_length","Meta description length is 181."
"/agriculture/farm-payroll/guinea","agriculture/farm-payroll/guinea.html","title_length","Title length is 80."
"/agriculture/farm-payroll/guinea","agriculture/farm-payroll/guinea.html","description_length","Meta description length is 182."
"/agriculture/farm-payroll/guinea-bissau","agriculture/farm-payroll/guinea-bissau.html","title_length","Title length is 87."
"/agriculture/farm-payroll/guinea-bissau","agriculture/farm-payroll/guinea-bissau.html","description_length","Meta description length is 189."
"/agriculture/farm-payroll/kenya","agriculture/farm-payroll/kenya.html","title_length","Title length is 79."
"/agriculture/farm-payroll/kenya","agriculture/farm-payroll/kenya.html","description_length","Meta description length is 181."
"/agriculture/farm-payroll/lesotho","agriculture/farm-payroll/lesotho.html","title_length","Title length is 81."
"/agriculture/farm-payroll/lesotho","agriculture/farm-payroll/lesotho.html","description_length","Meta description length is 183."
"/agriculture/farm-payroll/liberia","agriculture/farm-payroll/liberia.html","title_length","Title length is 81."
"/agriculture/farm-payroll/liberia","agriculture/farm-payroll/liberia.html","description_length","Meta description length is 183."
"/agriculture/farm-payroll/libya","agriculture/farm-payroll/libya.html","title_length","Title length is 79."
"/agriculture/farm-payroll/libya","agriculture/farm-payroll/libya.html","description_length","Meta description length is 181."
"/agriculture/farm-payroll/madagascar","agriculture/farm-payroll/madagascar.html","title_length","Title length is 84."
"/agriculture/farm-payroll/madagascar","agriculture/farm-payroll/madagascar.html","description_length","Meta description length is 186."
"/agriculture/farm-payroll/malawi","agriculture/farm-payroll/malawi.html","title_length","Title length is 80."
"/agriculture/farm-payroll/malawi","agriculture/farm-payroll/malawi.html","description_length","Meta description length is 182."
"/agriculture/farm-payroll/mali","agriculture/farm-payroll/mali.html","title_length","Title length is 78."
"/agriculture/farm-payroll/mauritania","agriculture/farm-payroll/mauritania.html","title_length","Title length is 84."
"/agriculture/farm-payroll/mauritania","agriculture/farm-payroll/mauritania.html","description_length","Meta description length is 186."
"/agriculture/farm-payroll/mauritius","agriculture/farm-payroll/mauritius.html","title_length","Title length is 83."
"/agriculture/farm-payroll/mauritius","agriculture/farm-payroll/mauritius.html","description_length","Meta description length is 185."
"/agriculture/farm-payroll/morocco","agriculture/farm-payroll/morocco.html","title_length","Title length is 81."
"/agriculture/farm-payroll/morocco","agriculture/farm-payroll/morocco.html","description_length","Meta description length is 183."
"/agriculture/farm-payroll/mozambique","agriculture/farm-payroll/mozambique.html","title_length","Title length is 84."
"/agriculture/farm-payroll/mozambique","agriculture/farm-payroll/mozambique.html","description_length","Meta description length is 186."
"/agriculture/farm-payroll/namibia","agriculture/farm-payroll/namibia.html","title_length","Title length is 81."
"/agriculture/farm-payroll/namibia","agriculture/farm-payroll/namibia.html","description_length","Meta description length is 183."
"/agriculture/farm-payroll/niger","agriculture/farm-payroll/niger.html","title_length","Title length is 79."
"/agriculture/farm-payroll/niger","agriculture/farm-payroll/niger.html","description_length","Meta description length is 181."
"/agriculture/farm-payroll/nigeria","agriculture/farm-payroll/nigeria.html","title_length","Title length is 81."
"/agriculture/farm-payroll/nigeria","agriculture/farm-payroll/nigeria.html","description_length","Meta description length is 183."
"/agriculture/farm-payroll/rwanda","agriculture/farm-payroll/rwanda.html","title_length","Title length is 80."
"/agriculture/farm-payroll/rwanda","agriculture/farm-payroll/rwanda.html","description_length","Meta description length is 182."
"/agriculture/farm-payroll/sao-tome-and-principe","agriculture/farm-payroll/sao-tome-and-principe.html","title_length","Title length is 95."
"/agriculture/farm-payroll/sao-tome-and-principe","agriculture/farm-payroll/sao-tome-and-principe.html","description_length","Meta description length is 197."
"/agriculture/farm-payroll/senegal","agriculture/farm-payroll/senegal.html","title_length","Title length is 81."
"/agriculture/farm-payroll/senegal","agriculture/farm-payroll/senegal.html","description_length","Meta description length is 183."
"/agriculture/farm-payroll/seychelles","agriculture/farm-payroll/seychelles.html","title_length","Title length is 84."
"/agriculture/farm-payroll/seychelles","agriculture/farm-payroll/seychelles.html","description_length","Meta description length is 186."
"/agriculture/farm-payroll/sierra-leone","agriculture/farm-payroll/sierra-leone.html","title_length","Title length is 86."
"/agriculture/farm-payroll/sierra-leone","agriculture/farm-payroll/sierra-leone.html","description_length","Meta description length is 188."
"/agriculture/farm-payroll/somalia","agriculture/farm-payroll/somalia.html","title_length","Title length is 81."
"/agriculture/farm-payroll/somalia","agriculture/farm-payroll/somalia.html","description_length","Meta description length is 183."
"/agriculture/farm-payroll/south-africa","agriculture/farm-payroll/south-africa.html","title_length","Title length is 86."
"/agriculture/farm-payroll/south-africa","agriculture/farm-payroll/south-africa.html","description_length","Meta description length is 188."
"/agriculture/farm-payroll/south-sudan","agriculture/farm-payroll/south-sudan.html","title_length","Title length is 85."
"/agriculture/farm-payroll/south-sudan","agriculture/farm-payroll/south-sudan.html","description_length","Meta description length is 187."
"/agriculture/farm-payroll/sudan","agriculture/farm-payroll/sudan.html","title_length","Title length is 79."
"/agriculture/farm-payroll/sudan","agriculture/farm-payroll/sudan.html","description_length","Meta description length is 181."
"/agriculture/farm-payroll/tanzania","agriculture/farm-payroll/tanzania.html","title_length","Title length is 82."
"/agriculture/farm-payroll/tanzania","agriculture/farm-payroll/tanzania.html","description_length","Meta description length is 184."
"/agriculture/farm-payroll/togo","agriculture/farm-payroll/togo.html","title_length","Title length is 78."
"/agriculture/farm-payroll/tunisia","agriculture/farm-payroll/tunisia.html","title_length","Title length is 81."
"/agriculture/farm-payroll/tunisia","agriculture/farm-payroll/tunisia.html","description_length","Meta description length is 183."
"/agriculture/farm-payroll/uganda","agriculture/farm-payroll/uganda.html","title_length","Title length is 80."
"/agriculture/farm-payroll/uganda","agriculture/farm-payroll/uganda.html","description_length","Meta description length is 182."
"/agriculture/farm-payroll/zambia","agriculture/farm-payroll/zambia.html","title_length","Title length is 80."
"/agriculture/farm-payroll/zambia","agriculture/farm-payroll/zambia.html","description_length","Meta description length is 182."
"/agriculture/farm-payroll/zimbabwe","agriculture/farm-payroll/zimbabwe.html","title_length","Title length is 82."
"/agriculture/farm-payroll/zimbabwe","agriculture/farm-payroll/zimbabwe.html","description_length","Meta description length is 184."
"/agriculture/farm-profit/","agriculture/farm-profit/index.html","description_length","Meta description length is 212."
"/agriculture/farm-profit/central-african-republic","agriculture/farm-profit/central-african-republic.html","description_length","Meta description length is 193."
"/agriculture/farm-profit/congo-brazzaville","agriculture/farm-profit/congo-brazzaville.html","description_length","Meta description length is 192."
"/agriculture/farm-profit/cote-d-ivoire","agriculture/farm-profit/cote-d-ivoire.html","description_length","Meta description length is 41."
"/agriculture/farm-profit/equatorial-guinea","agriculture/farm-profit/equatorial-guinea.html","description_length","Meta description length is 189."
"/agriculture/farm-profit/rwanda","agriculture/farm-profit/rwanda.html","description_length","Meta description length is 183."
"/agriculture/farm-profit/sao-tome-and-principe","agriculture/farm-profit/sao-tome-and-principe.html","description_length","Meta description length is 187."
"/agriculture/farm-profit/seychelles","agriculture/farm-profit/seychelles.html","description_length","Meta description length is 183."
"/agriculture/fertilizer/burkina-faso","agriculture/fertilizer/burkina-faso.html","title_length","Title length is 76."
"/agriculture/fertilizer/central-african-republic","agriculture/fertilizer/central-african-republic.html","title_length","Title length is 88."
"/agriculture/fertilizer/congo-brazzaville","agriculture/fertilizer/congo-brazzaville.html","title_length","Title length is 83."
"/agriculture/fertilizer/cote-d-ivoire","agriculture/fertilizer/cote-d-ivoire.html","title_length","Title length is 77."
"/agriculture/fertilizer/equatorial-guinea","agriculture/fertilizer/equatorial-guinea.html","title_length","Title length is 81."
"/agriculture/fertilizer/guinea-bissau","agriculture/fertilizer/guinea-bissau.html","title_length","Title length is 77."
"/agriculture/fertilizer/sao-tome-and-principe","agriculture/fertilizer/sao-tome-and-principe.html","title_length","Title length is 85."
"/agriculture/fertilizer/sierra-leone","agriculture/fertilizer/sierra-leone.html","title_length","Title length is 76."
"/agriculture/fertilizer/south-africa","agriculture/fertilizer/south-africa.html","title_length","Title length is 76."
"/agriculture/fish-farming/","agriculture/fish-farming/index.html","description_length","Meta description length is 198."
"/agriculture/fish-farming/angola","agriculture/fish-farming/angola.html","title_length","Title length is 76."
"/agriculture/fish-farming/cameroon","agriculture/fish-farming/cameroon.html","title_length","Title length is 78."
"/agriculture/fish-farming/cote-d-ivoire","agriculture/fish-farming/cote-d-ivoire.html","title_length","Title length is 83."
"/agriculture/fish-farming/cote-d-ivoire","agriculture/fish-farming/cote-d-ivoire.html","description_length","Meta description length is 46."
"/agriculture/fish-farming/ethiopia","agriculture/fish-farming/ethiopia.html","title_length","Title length is 78."
"/agriculture/fish-farming/morocco","agriculture/fish-farming/morocco.html","title_length","Title length is 77."
"/agriculture/fish-farming/nigeria","agriculture/fish-farming/nigeria.html","title_length","Title length is 77."
"/agriculture/fish-farming/rwanda","agriculture/fish-farming/rwanda.html","title_length","Title length is 76."
"/agriculture/fish-farming/senegal","agriculture/fish-farming/senegal.html","title_length","Title length is 77."
"/agriculture/fish-farming/south-africa","agriculture/fish-farming/south-africa.html","title_length","Title length is 82."
"/agriculture/fish-farming/tanzania","agriculture/fish-farming/tanzania.html","title_length","Title length is 78."
"/agriculture/fish-farming/tunisia","agriculture/fish-farming/tunisia.html","title_length","Title length is 77."
"/agriculture/fish-farming/uganda","agriculture/fish-farming/uganda.html","title_length","Title length is 76."
"/agriculture/greenhouse/cote-d-ivoire","agriculture/greenhouse/cote-d-ivoire.html","description_length","Meta description length is 44."
"/agriculture/harvest-date/","agriculture/harvest-date/index.html","description_length","Meta description length is 206."
"/agriculture/harvest-date/central-african-republic","agriculture/harvest-date/central-african-republic.html","title_length","Title length is 87."
"/agriculture/harvest-date/congo-brazzaville","agriculture/harvest-date/congo-brazzaville.html","title_length","Title length is 82."
"/agriculture/harvest-date/cote-d-ivoire","agriculture/harvest-date/cote-d-ivoire.html","title_length","Title length is 76."
"/agriculture/harvest-date/equatorial-guinea","agriculture/harvest-date/equatorial-guinea.html","title_length","Title length is 80."
"/agriculture/harvest-date/guinea-bissau","agriculture/harvest-date/guinea-bissau.html","title_length","Title length is 76."
"/agriculture/harvest-date/sao-tome-and-principe","agriculture/harvest-date/sao-tome-and-principe.html","title_length","Title length is 84."
"/agriculture/input-prices/","agriculture/input-prices/index.html","title_length","Title length is 76."
"/agriculture/input-prices/angola","agriculture/input-prices/angola.html","title_length","Title length is 82."
"/agriculture/input-prices/cameroon","agriculture/input-prices/cameroon.html","title_length","Title length is 90."
"/agriculture/input-prices/cote-d-ivoire","agriculture/input-prices/cote-d-ivoire.html","title_length","Title length is 95."
"/agriculture/input-prices/egypt","agriculture/input-prices/egypt.html","title_length","Title length is 81."
"/agriculture/input-prices/ethiopia","agriculture/input-prices/ethiopia.html","title_length","Title length is 84."
"/agriculture/input-prices/ghana","agriculture/input-prices/ghana.html","title_length","Title length is 81."
"/agriculture/input-prices/kenya","agriculture/input-prices/kenya.html","title_length","Title length is 81."
"/agriculture/input-prices/morocco","agriculture/input-prices/morocco.html","title_length","Title length is 89."
"/agriculture/input-prices/nigeria","agriculture/input-prices/nigeria.html","title_length","Title length is 89."
"/agriculture/input-prices/rwanda","agriculture/input-prices/rwanda.html","title_length","Title length is 82."
"/agriculture/input-prices/senegal","agriculture/input-prices/senegal.html","title_length","Title length is 89."
"/agriculture/input-prices/south-africa","agriculture/input-prices/south-africa.html","title_length","Title length is 88."
"/agriculture/input-prices/tanzania","agriculture/input-prices/tanzania.html","title_length","Title length is 84."
"/agriculture/input-prices/tunisia","agriculture/input-prices/tunisia.html","title_length","Title length is 83."
"/agriculture/input-prices/uganda","agriculture/input-prices/uganda.html","title_length","Title length is 82."
"/agriculture/irrigation/cote-d-ivoire","agriculture/irrigation/cote-d-ivoire.html","description_length","Meta description length is 47."
"/agriculture/livestock-feed/","agriculture/livestock-feed/index.html","description_length","Meta description length is 206."
"/agriculture/livestock-feed/angola","agriculture/livestock-feed/angola.html","title_length","Title length is 85."
"/agriculture/livestock-feed/cameroon","agriculture/livestock-feed/cameroon.html","title_length","Title length is 87."
"/agriculture/livestock-feed/cote-d-ivoire","agriculture/livestock-feed/cote-d-ivoire.html","title_length","Title length is 103."
"/agriculture/livestock-feed/egypt","agriculture/livestock-feed/egypt.html","title_length","Title length is 84."
"/agriculture/livestock-feed/ethiopia","agriculture/livestock-feed/ethiopia.html","title_length","Title length is 87."
"/agriculture/livestock-feed/ghana","agriculture/livestock-feed/ghana.html","title_length","Title length is 84."
"/agriculture/livestock-feed/kenya","agriculture/livestock-feed/kenya.html","title_length","Title length is 84."
"/agriculture/livestock-feed/morocco","agriculture/livestock-feed/morocco.html","title_length","Title length is 86."
"/agriculture/livestock-feed/nigeria","agriculture/livestock-feed/nigeria.html","title_length","Title length is 86."
"/agriculture/livestock-feed/rwanda","agriculture/livestock-feed/rwanda.html","title_length","Title length is 85."
"/agriculture/livestock-feed/senegal","agriculture/livestock-feed/senegal.html","title_length","Title length is 86."
"/agriculture/livestock-feed/south-africa","agriculture/livestock-feed/south-africa.html","title_length","Title length is 91."
"/agriculture/livestock-feed/tanzania","agriculture/livestock-feed/tanzania.html","title_length","Title length is 87."
"/agriculture/livestock-feed/tunisia","agriculture/livestock-feed/tunisia.html","title_length","Title length is 86."
"/agriculture/livestock-feed/uganda","agriculture/livestock-feed/uganda.html","title_length","Title length is 85."
"/agriculture/poultry-roi/","agriculture/poultry-roi/index.html","description_length","Meta description length is 212."
"/agriculture/poultry-roi/cote-d-ivoire","agriculture/poultry-roi/cote-d-ivoire.html","title_length","Title length is 77."
"/agriculture/poultry-roi/cote-d-ivoire","agriculture/poultry-roi/cote-d-ivoire.html","description_length","Meta description length is 49."
"/agriculture/poultry-roi/south-africa","agriculture/poultry-roi/south-africa.html","title_length","Title length is 76."
"/agriculture/seed-rate/central-african-republic","agriculture/seed-rate/central-african-republic.html","title_length","Title length is 78."
